0x0,
0x1,default
0x2,reload_1
0x3,reload_2
0x4,chamber_1
0x5,chamber_2
0x6,fire_1
0x7,fire_2
0x8,charged_1
0x9,charged_2
0xA,melee
0xB,overheat
0xC,idle
0xD,gesture
0xE,turn_absolute
0xF,turn_left
0x10,turn_right
0x11,dive_front
0x12,dive_back
0x13,dive_left
0x14,dive_right
0x15,move_front
0x16,move_back
0x17,move_left
0x18,move_right
0x19,slide_front
0x1A,slide_back
0x1B,slide_left
0x1C,slide_right
0x1D,climb_up
0x1E,climb_down
0x1F,airborne
0x20,land_soft
0x21,land_hard
0x22,throw_grenade
0x23,throw_equipment
0x24,disarm
0x25,drop
0x26,ready
0x27,put_away
0x28,weapon_stow_anchor
0x29,aim_still_up
0x2A,aim_move_up
0x2B,aim_still_down
0x2C,aim_move_down
0x2D,surprise_front
0x2E,surprise_back
0x2F,order_search
0x30,order_attack
0x31,order_grenade
0x32,found
0x33,berserk
0x34,go_berserk
0x35,go_kamikaze
0x36,evade_left
0x37,evade_right
0x38,evade_front
0x39,evade_back
0x3A,signal_move
0x3B,signal_attack
0x3C,warn
0x3D,sniff
0x3E,track
0x3F,stunned_front
0x40,stunned_back
0x41,stunned_left
0x42,stunned_right
0x43,celebrate
0x44,panic
0x45,dead
0x46,melee_airborne
0x47,flaming
0x48,resurrect_front
0x49,resurrect_back
0x4A,melee_continuous
0x4B,feeding
0x4C,leap_start
0x4D,leap_airborne
0x4E,leap_melee
0x4F,airborne_dead
0x50,landing_dead
0x51,acc_front_back
0x52,acc_left_right
0x53,acc_up_down
0x54,enter
0x55,exit
0x56,exit_patrol
0x57,exit_left
0x58,exit_right
0x59,look
0x5A,look_weapon_down
0x5B,talk
0x5C,l_lift_aim
0x5D,r_lift_aim
0x5E,flying_front
0x5F,flying_back
0x60,flying_left
0x61,flying_right
0x62,opening
0x63,closing
0x64,hovering
0x65,posing
0x66,moving
0x67,overlays
0x68,light_off
0x69,light_on
0x6A,reload_empty
0x6B,reload_full
0x6C,overheated
0x6D,overcharged
0x6E,overcharged_jitter
0x6F,ammunition
0x70,misfire_1
0x71,misfire_2
0x72,throw_overheated
0x73,overheating
0x74,ready_overheated
0x75,exit_empty
0x76,exit_full
0x77,o_h_exit
0x78,o_h_s_enter
0x79,melee_1sthit
0x7A,melee_1sthit2idle
0x7B,melee_2ndhit
0x7C,melee_2ndhit2idle
0x7D,melee_3rdhit
0x7E,steering
0x7F,roll
0x80,throttle
0x81,velocity
0x82,braking
0x83,ground_speed
0x84,occupied
0x85,unoccupied
0x86,position
0x87,power
0x88,c_dropship
0x89,unarmed
0x8A,asleep
0x8B,patrol
0x8C,combat
0x8D,armored
0x8E,protected
0x8F,crouch
0x90,active_camouflage
0x91,bubbleshield
0x92,instantcover
0x93,flee
0x94,unused
0x95,s_ping
0x96,h_ping
0x97,s_kill
0x98,h_kill
0x99,front
0x9A,left
0x9B,right
0x9C,back
0x9D,gut
0x9E,chest
0x9F,head
0xA0,autoaim_melee
0xA1,l_arm
0xA2,l_hand
0xA3,l_leg
0xA4,l_foot
0xA5,r_arm
0xA6,r_hand
0xA7,r_leg
0xA8,r_foot
0xA9,center
0xAA,water_surface
0xAB,structure_surface
0xAC,inspect
0xAD,flashlight
0xAE,flashlight_intensity
0xAF,incident
0xB0,normal
0xB1,button_press
0xB2,button_hold
0xB3,midpoint
0xB4,hover_thrusters
0xB5,jet_thrusters
0xB6,body
0xB7,negative_incident
0xB8,reflection
0xB9,gravity
0xBA,child
0xBB,user_animation
0xBC,ai_impulse
0xBD,board
0xBE,ejection
0xBF,stunned
0xC0,up
0xC1,climb
0xC2,attach
0xC3,detach
0xC4,weapon
